     1     -0.01562500      -0.48340902
     2      0.01562500      -0.60445975
     3      0.04687500      -0.69830128
     4      0.07812500      -0.76452193
     5      0.10937500      -0.80108763
     6      0.14062500      -0.80658656
     7      0.17187500      -0.78083086
     8      0.20312500      -0.72490205
     9      0.23437500      -0.64108706
    10      0.26562500      -0.53276030
    11      0.29687500      -0.40422768
    12      0.32812500      -0.26054286
    13      0.35937500      -0.10730382
    14      0.39062500       0.04956347
    15      0.42187500       0.20402786
    16      0.45312500       0.35017851
    17      0.48437500       0.48244412
    18      0.51562500       0.59579160
    19      0.54687500       0.68591481
    20      0.57812500       0.74941970
    21      0.60937500       0.78395231
    22      0.64062500       0.78819558
    23      0.67187500       0.76188821
    24      0.70312500       0.70609848
    25      0.73437500       0.62338354
    26      0.76562500       0.51724052
    27      0.79687500       0.39094332
    28      0.82812500       0.24794684
    29      0.85937500       0.09442748
    30      0.89062500      -0.06032473
    31      0.92187500      -0.20823894
    32      0.95312500      -0.34882925
    33      0.98437500      -0.48340902
    34      1.01562500      -0.60445975
